id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,partiful_id,source_url,diff_type,opportunity_score,tier,rationale
6523,"Tokenizing the Real Economy: Web3, Regulation and New Market Infrastructure",2026-06-03,14:30:00,Wednesday,2026-06-03 14:30,New York City,Central Park,Central Park,Afternoon,Wootic,Wootic,Consulate General of Argentina in New York; KLW,Wootic; Consulate General of Argentina in New York; KLW,wootic; consulate-general-of-argentina-in-new-york; klw,False,,https://partiful.com/e/KdjtJu1sSTiUTHrehm2e,KdjtJu1sSTiUTHrehm2e,https://www.tech-week.com/calendar/nyc,added,43,C,"infra/platform; neutral location; peak Wednesday, afternoon; open/rsvp"
6564,ElevenLabs NY Tech Week PopUp - Founder Edition,2026-06-03,15:00:00,Wednesday,2026-06-03 15:00,New York City,SoHo,SoHo,Afternoon,ElevenLabs,ElevenLabs,,ElevenLabs,elevenlabs,False,,https://partiful.com/e/veW9vq95oUaMplo0TG66,veW9vq95oUaMplo0TG66,https://www.tech-week.com/calendar/nyc,added,43,C,"founders/operators; downtown convenient; peak Wednesday, afternoon; open/rsvp"
152,Bridging Together Communities & AI,2026-06-04,12:30:00,Thursday,2026-06-04 12:30,New York City,Chinatown,Chinatown,Noon,HealthBridge,HealthBridge,YOUTH CIVIC SERVICE INC.,HealthBridge; YOUTH CIVIC SERVICE INC.,healthbridge; youth-civic-service-inc,False,,https://partiful.com/e/90GOuJSB0E4e46U5Bo4b,90GOuJSB0E4e46U5Bo4b,https://www.tech-week.com/calendar/nyc,added,43,C,"AI/agents; downtown convenient; Thursday density, midday; open/rsvp"
6747,The Runway - A dinner series by Airwallex,2026-06-04,19:00:00,Thursday,2026-06-04 19:00,New York City,Union Square,Union Square,Evening,Airwallex,Airwallex,,Airwallex,airwallex,False,,https://partiful.com/e/cz75IF61uvnmLyPykAri,cz75IF61uvnmLyPykAri,https://www.tech-week.com/calendar/nyc,added,43,C,"high-signal format; near downtown; Thursday density, evening; open/rsvp"
6441,Dinner with 14 CEOs + 1 Imposter,2026-06-04,20:00:00,Thursday,2026-06-04 20:00,New York City,Flatiron,Flatiron,Evening,Six,Six,,Six,six,False,,https://partiful.com/e/nDR5zz1fydJhFJcxu1Bj,nDR5zz1fydJhFJcxu1Bj,https://www.tech-week.com/calendar/nyc,added,43,C,"high-signal format; near downtown; Thursday density, evening; open/rsvp"
6092,Closing Party - Techweek NYC,2026-06-05,18:00:00,Friday,2026-06-05 18:00,New York City,SoHo,SoHo,Evening,Fireworks AI,Fireworks AI,Exa AI; Turbopuffer; Composio,Fireworks AI; Exa AI; Turbopuffer; Composio,fireworks-ai; exa-ai; turbopuffer; composio,False,gold,https://partiful.com/e/dYXQFsMvHHthXj4gC280,dYXQFsMvHHthXj4gC280,https://www.tech-week.com/calendar/nyc,added,43,C,"AI/agents; party/social; downtown convenient; taper day, evening; gold sponsor; open/rsvp"
6575,Women Shaping the Future of AI,2026-06-01,09:30:00,Monday,2026-06-01 09:30,New York City,Flatiron,Flatiron,Morning,Fenwick,Fenwick,,Fenwick,fenwick,False,platinum,https://partiful.com/e/6tB6kOTWvCsW0CDO5Cam,6tB6kOTWvCsW0CDO5Cam,https://www.tech-week.com/calendar/nyc,added,42,C,"AI/agents; near downtown; early-week push, morning, early; platinum sponsor; open/rsvp"
6315,The Non-Engineer's AI Playbook — MuleRun,2026-06-03,14:00:00,Wednesday,2026-06-03 14:00,New York City,Upper Manhattan,Upper Manhattan,Afternoon,The Non-Engineer's AI Playbook — MuleRun Product Day- #NYC TechWeek,The Non-Engineer's AI Playbook — MuleRun Product Day- #NYC TechWeek,,The Non-Engineer's AI Playbook — MuleRun Product Day- #NYC TechWeek,the-non-engineer-s-ai-playbook-mulerun-product-day-nyc-techweek,False,,https://partiful.com/e/Pr0PZvKKGZ49kG8jr8XV,Pr0PZvKKGZ49kG8jr8XV,https://www.tech-week.com/calendar/nyc,added,42,C,"software builders; AI/agents; less convenient; peak Wednesday, afternoon; open/rsvp"
6750,Beyond Boarders Happy Hour,2026-06-03,16:00:00,Wednesday,2026-06-03 16:00,New York City,SoHo,SoHo,Afternoon,Deel,Deel,SVB,Deel; SVB,deel; svb,False,,https://partiful.com/e/neEOpN1kjAiwJP4T3mVS,neEOpN1kjAiwJP4T3mVS,https://www.tech-week.com/calendar/nyc,added,42,C,"networking format; downtown convenient; peak Wednesday, afternoon; open/rsvp"
6473,Work Hard. Feel Good. How to Build a Tech Career Worth Keeping . Panel & Happy Hour,2026-06-03,18:30:00,Wednesday,2026-06-03 18:30,New York City,Union Square,Union Square,Evening,Heidi Health,Heidi Health,,Heidi Health,heidi-health,False,,https://partiful.com/e/vKyAvKTUaP446l9aLtDw,vKyAvKTUaP446l9aLtDw,https://www.tech-week.com/calendar/nyc,added,42,C,"networking format; near downtown; peak Wednesday, evening; open/rsvp"
6551,HealthIMPACT Live Operators Table Dinner,2026-06-04,18:00:00,Thursday,2026-06-04 18:00,New York City,Hudson Yards,Hudson Yards,Evening,HealthIMPACT Live | Digital Health Talks,HealthIMPACT Live | Digital Health Talks,,HealthIMPACT Live | Digital Health Talks,healthimpact-live-digital-health-talks,True,,,,https://www.tech-week.com/calendar/nyc,added,42,C,"founders/operators; high-signal format; leaders/builders; midtown reachable; Thursday density, evening; invite-only"
6569,The Deal House,2026-06-01,10:00:00,Monday,2026-06-01 10:00,New York City,SoHo,SoHo,Morning,Expert DOJO,Expert DOJO,Nightrush AI,Expert DOJO; Nightrush AI,expert-dojo; nightrush-ai,False,,https://partiful.com/e/muXQlVgG3uqwpbvvPIve,muXQlVgG3uqwpbvvPIve,https://www.tech-week.com/calendar/nyc,added,41,C,"AI/agents; downtown convenient; early-week push, morning; open/rsvp"
6253,AI Agents for Allocators and Asset Managers,2026-06-01,15:00:00,Monday,2026-06-01 15:00,New York City,Midtown,Midtown,Afternoon,DiligenceVault,DiligenceVault,,DiligenceVault,diligencevault,False,,https://partiful.com/e/yfxaKR8dFsaY4HPQixoL,yfxaKR8dFsaY4HPQixoL,https://www.tech-week.com/calendar/nyc,added,41,C,"AI/agents; midtown reachable; early-week push, afternoon; open/rsvp"
6655,Global South Mixer,2026-06-01,17:00:00,Monday,2026-06-01 17:00,New York City,West Village,West Village,Evening,Zeytoon Ventures,Zeytoon Ventures,Sinbad Capital,Zeytoon Ventures; Sinbad Capital,zeytoon-ventures; sinbad-capital,False,,https://partiful.com/e/VkYzcfVYemTtBVupPiIx,VkYzcfVYemTtBVupPiIx,https://www.tech-week.com/calendar/nyc,added,41,C,"networking format; near downtown; early-week push, evening; open/rsvp"
6438,"Many Models, One Workflow — with Bria and Cloudflare Replicate",2026-06-01,17:00:00,Monday,2026-06-01 17:00,New York City,Chelsea,Chelsea,Evening,Bria,Bria,Cloudflare Replicate,Bria; Cloudflare Replicate,bria; cloudflare-replicate,False,gold,https://partiful.com/e/ibT9C0IBhvOASyp5qIks,ibT9C0IBhvOASyp5qIks,https://www.tech-week.com/calendar/nyc,added,41,C,"reasonable Manhattan; early-week push, evening; gold sponsor; open/rsvp"
6613,Nordic AI Luncheon,2026-06-02,12:00:00,Tuesday,2026-06-02 12:00,New York City,Hudson Yards,Hudson Yards,Noon,Kohtas,Kohtas,C10 Studios; Cravath,Kohtas; C10 Studios; Cravath,kohtas; c10-studios; cravath,False,,https://partiful.com/e/ap7ihRX3qowb8OX2d7R2,ap7ihRX3qowb8OX2d7R2,https://www.tech-week.com/calendar/nyc,added,41,C,"AI/agents; midtown reachable; peak Tuesday, midday; open/rsvp"
6576,Swiss Innovation @ NY Tech Week 2026,2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,East Village,East Village,Evening,Swissnex,Swissnex,,Swissnex,swissnex,False,,https://partiful.com/e/obCSrtSObg9mVne5kl4D,obCSrtSObg9mVne5kl4D,https://www.tech-week.com/calendar/nyc,added,41,C,"downtown convenient; peak Tuesday, evening; open/rsvp"
6223,The Backstage Live — New York,2026-06-02,18:30:00,Tuesday,2026-06-02 18:30,New York City,SoHo,SoHo,Evening,Good Publishing,Good Publishing,,Good Publishing,good-publishing,False,,https://partiful.com/e/uoBdX5KHOTpzJGFIggSE,uoBdX5KHOTpzJGFIggSE,https://www.tech-week.com/calendar/nyc,added,41,C,"downtown convenient; peak Tuesday, evening; open/rsvp"
5880,From Prototype to Production for Non-Technical Founders,2026-06-03,08:00:00,Wednesday,2026-06-03 08:00,New York City,Flatiron,Flatiron,Morning,Tequity,Tequity,,Tequity,tequity,False,,https://partiful.com/e/AbbL1aqeScPPUW22Ijrf,AbbL1aqeScPPUW22Ijrf,https://www.tech-week.com/calendar/nyc,added,41,C,"technical founders; founders/operators; near downtown; peak Wednesday, morning, very early; open/rsvp"
247,When AI meets the patient,2026-06-03,17:00:00,Wednesday,2026-06-03 17:00,New York City,Flatiron,Flatiron,Evening,Amigo.AI,Amigo.AI,,Amigo.AI,amigo-ai,False,,https://partiful.com/e/4MdmB4GHC4bD4vav1tPQ,4MdmB4GHC4bD4vav1tPQ,https://www.tech-week.com/calendar/nyc,added,41,C,"AI/agents; healthcare vertical; near downtown; peak Wednesday, evening; open/rsvp"
6322,Prediction Markets Mixer,2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,Financial District,Financial District,Evening,FiftyOneAlpha,FiftyOneAlpha,,FiftyOneAlpha,fiftyonealpha,False,,https://partiful.com/e/aT7YZV6DtRClIOEcIBSx,aT7YZV6DtRClIOEcIBSx,https://www.tech-week.com/calendar/nyc,added,41,C,"networking format; downtown convenient; Thursday density, evening; open/rsvp"
6434,The AI Effect: How Enterprises Are Actually Winning,2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,Midtown,Midtown,Evening,Kizen,Kizen,,Kizen,kizen,False,,https://partiful.com/e/tLkNSguUFu4OSJwMiwDI,tLkNSguUFu4OSJwMiwDI,https://www.tech-week.com/calendar/nyc,added,41,C,"AI/agents; midtown reachable; Thursday density, evening; open/rsvp"
5810,Shape What's Next with Justworks - A Networking Happy Hour!,2026-06-04,17:30:00,Thursday,2026-06-04 17:30,New York City,Financial District,Financial District,Evening,Justworks,Justworks,,Justworks,justworks,False,,https://partiful.com/e/k5BGHkPmkIiP0SUK4n0F,k5BGHkPmkIiP0SUK4n0F,https://www.tech-week.com/calendar/nyc,added,41,C,"networking format; downtown convenient; Thursday density, evening; open/rsvp"
6544,STRATEGY AT THE SPEED OF INFERENCE: What Happens When AI Analysis Is Free,2026-06-04,18:00:00,Thursday,2026-06-04 18:00,New York City,Midtown,Midtown,Evening,Colombia Business School Alumni,Colombia Business School Alumni,Inevitable,Colombia Business School Alumni; Inevitable,colombia-business-school-alumni; inevitable,False,,https://partiful.com/e/h5ayMfeDR9TCZ0cuFGwX,h5ayMfeDR9TCZ0cuFGwX,https://www.tech-week.com/calendar/nyc,added,41,C,"AI/agents; midtown reachable; Thursday density, evening; open/rsvp"
6558,NYC Founder Dinner with Turnstile,2026-06-04,18:00:00,Thursday,2026-06-04 18:00,New York City,Greenwich Village,Greenwich Village,Evening,Turnstile,Turnstile,,Turnstile,turnstile,True,,,,https://www.tech-week.com/calendar/nyc,added,41,C,"founders/operators; high-signal format; near downtown; Thursday density, evening; invite-only"
4049,The Beauty of Infrastructure: Redesigning the Guest and Resident Experience,2026-06-01,17:00:00,Monday,2026-06-01 17:00,New York City,Union Square,Union Square,Evening,Triple Eight Creative,Triple Eight Creative,,Triple Eight Creative,triple-eight-creative,False,,https://partiful.com/e/Mwy9DqLWKajBik1wulVn,Mwy9DqLWKajBik1wulVn,https://www.tech-week.com/calendar/nyc,added,40,C,"infra/platform; consumer/lifestyle; near downtown; early-week push, evening; open/rsvp"
6583,The (Ethical) Guide To (AI) Hacking,2026-06-03,10:00:00,Wednesday,2026-06-03 10:00,New York City,Union Square,Union Square,Morning,Tequity,Tequity,,Tequity,tequity,False,,https://partiful.com/e/GA2rWFRC5nPohWnE3vJU,GA2rWFRC5nPohWnE3vJU,https://www.tech-week.com/calendar/nyc,added,40,C,"AI/agents; near downtown; peak Wednesday, morning; open/rsvp"
6561,"Full Calendar, Empty Evening: Building Career in Cities That Don't Know You",2026-06-03,17:30:00,Wednesday,2026-06-03 17:30,New York City,SoHo,SoHo,Evening,Bridgit,Bridgit,Y·US Ventures,Bridgit; Y·US Ventures,bridgit; y-us-ventures,False,,https://partiful.com/e/5j2hBbAeXtCNHymh8oJV,5j2hBbAeXtCNHymh8oJV,https://www.tech-week.com/calendar/nyc,added,40,C,"downtown convenient; peak Wednesday, evening; open/rsvp"
6578,HealthTech by the Harbor,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Financial District,Financial District,Evening,Marwood Group,Marwood Group,,Marwood Group,marwood-group,False,,https://partiful.com/e/79Er0b9t7T3CeaAOzYrs,79Er0b9t7T3CeaAOzYrs,https://www.tech-week.com/calendar/nyc,added,40,C,"downtown convenient; peak Wednesday, evening; open/rsvp"
6443,SoHo Soirée,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,SoHo,SoHo,Evening,Plaud,Plaud,,Plaud,plaud,False,,https://partiful.com/e/RtUAYbmAz18kpleaTuio,RtUAYbmAz18kpleaTuio,https://www.tech-week.com/calendar/nyc,added,40,C,"downtown convenient; peak Wednesday, evening; open/rsvp"
5504,How to Live Longer & Happier: An evening on the future of personal intelligence.,2026-06-03,18:30:00,Wednesday,2026-06-03 18:30,New York City,SoHo,SoHo,Evening,moccet,moccet,,moccet,moccet,False,,https://partiful.com/e/DeSu8551onFwpwFq7tnW,DeSu8551onFwpwFq7tnW,https://www.tech-week.com/calendar/nyc,added,40,C,"downtown convenient; peak Wednesday, evening; open/rsvp"
6351,NY Tech Week: First (Reality) Check,2026-06-03,19:00:00,Wednesday,2026-06-03 19:00,New York City,Tribeca,Tribeca,Evening,For The Firsts,For The Firsts,,For The Firsts,for-the-firsts,False,,https://partiful.com/e/Jax5q2nEKzeH7VhmDvS3,Jax5q2nEKzeH7VhmDvS3,https://www.tech-week.com/calendar/nyc,added,40,C,"downtown convenient; peak Wednesday, evening; open/rsvp"
6372,Female Founders & Investors Speakeasy,2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,West Village,West Village,Evening,Madeline & Co.,Madeline & Co.,Excelsior Edge Ventures,Madeline & Co.; Excelsior Edge Ventures,madeline-co; excelsior-edge-ventures,False,,https://partiful.com/e/gqcsznzpItihFOcdHIBH,gqcsznzpItihFOcdHIBH,https://www.tech-week.com/calendar/nyc,added,40,C,"founders/operators; near downtown; Thursday density, evening; open/rsvp"
6567,Rhino User Meetup,2026-06-01,18:00:00,Monday,2026-06-01 18:00,New York City,Financial District,Financial District,Evening,Raven,Raven,McNeel,Raven; McNeel,raven; mcneel,False,,https://partiful.com/e/pE0mRfPx7XPRe9uegQyl,pE0mRfPx7XPRe9uegQyl,https://www.tech-week.com/calendar/nyc,added,39,C,"downtown convenient; early-week push, evening; open/rsvp"
6571,"Women Who Code Summit Cocktails & Conversations - Tuesday, June 2nd",2026-06-02,16:00:00,Tuesday,2026-06-02 16:00,New York City,Financial District,Financial District,Afternoon,Women Who Code,Women Who Code,,Women Who Code,women-who-code,False,,https://partiful.com/e/5apSj4xpKEHJ0C1DzIXb,5apSj4xpKEHJ0C1DzIXb,https://www.tech-week.com/calendar/nyc,added,39,C,"downtown convenient; peak Tuesday, afternoon; open/rsvp"
5947,London x NYC: Scaling Across Borders w/ Revolut & Ramp + the Experience Economy w/ Delta & Virgin,2026-06-02,16:00:00,Tuesday,2026-06-02 16:00,New York City,Financial District,Financial District,Afternoon,London and Partners,London & Partners,,London & Partners,london-partners,False,,https://partiful.com/e/6racWcR6SfxbsyO2zmVA,6racWcR6SfxbsyO2zmVA,https://www.tech-week.com/calendar/nyc,added,39,C,"downtown convenient; peak Tuesday, afternoon; open/rsvp"
6611,Equiply hiring tournament,2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Flatiron,Flatiron,Evening,Equiply,Equiply,,Equiply,equiply,False,,https://partiful.com/e/ETmLjJsMXWh9WB4nmFe0,ETmLjJsMXWh9WB4nmFe0,https://www.tech-week.com/calendar/nyc,added,39,C,"near downtown; peak Tuesday, evening; open/rsvp"
6545,"Defense Tech Debate + Reception with Bloomberg, Lux Capital, & Tech:NYC",2026-06-02,17:00:00,Tuesday,2026-06-02 17:00,New York City,Nomad,Nomad,Evening,Bloomberg,Bloomberg,Bloomberg Beta; Lux Capital; Tech:NYC,Bloomberg; Bloomberg Beta; Lux Capital; Tech:NYC,bloomberg; bloomberg-beta; lux-capital; tech-nyc,False,,https://partiful.com/e/n9CCyMio7NyeQT2wkeE3,n9CCyMio7NyeQT2wkeE3,https://www.tech-week.com/calendar/nyc,added,39,C,"near downtown; peak Tuesday, evening; open/rsvp"
6625,Why Are Women Spending $100K+ on IVF Without Real Answers?,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Flatiron,Flatiron,Evening,VitalHelix,VitalHelix,,VitalHelix,vitalhelix,False,,https://partiful.com/e/NoKxyoAj7jUITuEXT448,NoKxyoAj7jUITuEXT448,https://www.tech-week.com/calendar/nyc,added,39,C,"near downtown; peak Tuesday, evening; open/rsvp"
6436,AIMLC Meetup: Understanding and Advancing General Intelligence Through Game,2026-06-02,17:30:00,Tuesday,2026-06-02 17:30,New York City,Flatiron,Flatiron,Evening,Capital One,Capital One,,Capital One,capital-one,False,,https://partiful.com/e/X6NFw7EkD1FoWNswwoqQ,X6NFw7EkD1FoWNswwoqQ,https://www.tech-week.com/calendar/nyc,added,39,C,"near downtown; peak Tuesday, evening; open/rsvp"
6762,NY Tech Week Dinner: Building the Future of Aerospace & Defense,2026-06-03,18:00:00,Wednesday,2026-06-03 18:00,New York City,Flatiron,Flatiron,Evening,Fenwick,Fenwick,,Fenwick,fenwick,True,,,,https://www.tech-week.com/calendar/nyc,added,39,C,"high-signal format; near downtown; peak Wednesday, evening; invite-only"
6556,Screens That See: How AI Is Turning Signage Into Revenue.,2026-06-04,14:30:00,Thursday,2026-06-04 14:30,New York City,Midtown,Midtown,Afternoon,WillDom,WillDom,Consulate General of Argentina in New York; CieloVision,WillDom; Consulate General of Argentina in New York; CieloVision,willdom; consulate-general-of-argentina-in-new-york; cielovision,False,,https://partiful.com/e/Z8jfrYxy2LpndGfiyoDF,Z8jfrYxy2LpndGfiyoDF,https://www.tech-week.com/calendar/nyc,added,39,C,"AI/agents; midtown reachable; Thursday density, afternoon; open/rsvp"
6468,An Executive Harbor Dinner Experience,2026-06-04,15:00:00,Thursday,2026-06-04 15:00,New York City,Chelsea,Chelsea,Afternoon,Gathering of Minds,Gathering of Minds,,Gathering of Minds,gathering-of-minds,False,,https://partiful.com/e/cbyBD4xAhpcd4mEeBJOG,cbyBD4xAhpcd4mEeBJOG,https://www.tech-week.com/calendar/nyc,added,39,C,"high-signal format; reasonable Manhattan; Thursday density, afternoon; open/rsvp"
6574,Truelogic presents Beyond the Demo: Building Agentic AI Teams That Actually Ship,2026-06-04,16:15:00,Thursday,2026-06-04 16:15,New York City,Midtown,Midtown,Afternoon,TrueLogic,TrueLogic,Consulate General of Argentina in New York,TrueLogic; Consulate General of Argentina in New York,truelogic; consulate-general-of-argentina-in-new-york,False,,https://partiful.com/e/FA2Q9jHGnpJig9RwCOax,FA2Q9jHGnpJig9RwCOax,https://www.tech-week.com/calendar/nyc,added,39,C,"AI/agents; midtown reachable; Thursday density, afternoon; open/rsvp"
6531,HigherPeople's NYTW Happy Hour,2026-06-04,16:30:00,Thursday,2026-06-04 16:30,New York City,SoHo,SoHo,Afternoon,HigherPeople,HigherPeople,,HigherPeople,higherpeople,False,,https://partiful.com/e/AMDCAbR2zrSQ3gTtQBgs,AMDCAbR2zrSQ3gTtQBgs,https://www.tech-week.com/calendar/nyc,added,39,C,"networking format; downtown convenient; Thursday density, afternoon; open/rsvp"
6458,VNTR Investor Roundtable New York,2026-06-04,17:30:00,Thursday,2026-06-04 17:30,New York City,Midtown,Midtown,Evening,VNTR,VNTR,,VNTR,vntr,False,,https://partiful.com/e/K9Ysd4ENZ9lGTRHpR8v9,K9Ysd4ENZ9lGTRHpR8v9,https://www.tech-week.com/calendar/nyc,added,39,C,"high-signal format; midtown reachable; Thursday density, evening; open/rsvp"
6635,Tech Week Web3 Hotel Mixer,2026-06-04,17:30:00,Thursday,2026-06-04 17:30,New York City,Union Square,Union Square,Evening,Peiheng,Peiheng,,Peiheng,peiheng,False,,https://partiful.com/e/lBLDmnEK3sHNl8q3phmR,lBLDmnEK3sHNl8q3phmR,https://www.tech-week.com/calendar/nyc,added,39,C,"networking format; near downtown; Thursday density, evening; open/rsvp"
6431,"Mandarin x Markets: China, Conversation, & Cocktails",2026-06-03,17:00:00,Wednesday,2026-06-03 17:00,New York City,Flatiron,Flatiron,Evening,A Day With Aslan,A Day With Aslan,,A Day With Aslan,a-day-with-aslan,False,,https://partiful.com/e/G6SCgiK0QTXDg0MtyANy,G6SCgiK0QTXDg0MtyANy,https://www.tech-week.com/calendar/nyc,added,38,C,"near downtown; peak Wednesday, evening; open/rsvp"
4124,212 After Hours,2026-06-03,17:30:00,Wednesday,2026-06-03 17:30,New York City,Flatiron,Flatiron,Evening,212.VC,212.VC,Revolv,212.VC; Revolv,212-vc; revolv,False,,https://partiful.com/e/wF1ave94YI0WGlfDq82S,wF1ave94YI0WGlfDq82S,https://www.tech-week.com/calendar/nyc,added,38,C,"near downtown; peak Wednesday, evening; open/rsvp"
5646,Distilled Conversations: Questions at the Frontier with Mirage,2026-06-03,18:30:00,Wednesday,2026-06-03 18:30,New York City,Union Square,Union Square,Evening,Distilled,Distilled,Mirage,Distilled; Mirage,distilled; mirage,False,,https://partiful.com/e/JKLycObL4isIKtz0HqjO,JKLycObL4isIKtz0HqjO,https://www.tech-week.com/calendar/nyc,added,38,C,"near downtown; peak Wednesday, evening; open/rsvp"
6350,Founders Boat Party,2026-06-03,20:00:00,Wednesday,2026-06-03 20:00,New York City,SoHo,SoHo,Evening,Persona,Persona,Thera; Coinflow; Get Winner,Persona; Thera; Coinflow; Get Winner,persona; thera; coinflow; get-winner,False,,https://partiful.com/e/F6QBoXGfme8OED1Q4T6d,F6QBoXGfme8OED1Q4T6d,https://www.tech-week.com/calendar/nyc,added,38,C,"founders/operators; party/social; downtown convenient; peak Wednesday, evening; open/rsvp"
6604,Tapas & Cañas,2026-06-01,14:00:00,Monday,2026-06-01 14:00,New York City,SoHo,SoHo,Afternoon,Pygma,Pygma,,Pygma,pygma,False,,https://partiful.com/e/TPvTUoxpB2JrX9JKu3rA,TPvTUoxpB2JrX9JKu3rA,https://www.tech-week.com/calendar/nyc,added,37,C,"downtown convenient; early-week push, afternoon; open/rsvp"
5556,Dubai is Building the Future. Come Join Us.,2026-06-01,14:00:00,Monday,2026-06-01 14:00,New York City,SoHo,SoHo,Afternoon,Dubai Future Foundation,Dubai Future Foundation,,Dubai Future Foundation,dubai-future-foundation,False,,https://partiful.com/e/yVeiohVURo6J6QMPAjUv,yVeiohVURo6J6QMPAjUv,https://www.tech-week.com/calendar/nyc,added,37,C,"downtown convenient; early-week push, afternoon; open/rsvp"
6160,The Digital Twin Experience: Powered by HeyGen,2026-06-01,16:00:00,Monday,2026-06-01 16:00,New York City,SoHo,SoHo,Afternoon,Avantgarde Communications,Avantgarde Communications,,Avantgarde Communications,avantgarde-communications,False,,https://partiful.com/e/N7RkEZo76K7Y1nHa2Mpu,N7RkEZo76K7Y1nHa2Mpu,https://www.tech-week.com/calendar/nyc,added,37,C,"downtown convenient; early-week push, afternoon; open/rsvp"
6406,Let’s talk money over makeup,2026-06-01,16:00:00,Monday,2026-06-01 16:00,New York City,Lower East Side,Lower East Side,Afternoon,Verve Club,Verve Club,Cooley,Verve Club; Cooley,verve-club; cooley,False,,https://partiful.com/e/zZQ8JIguvn8j40Dc0S1C,zZQ8JIguvn8j40Dc0S1C,https://www.tech-week.com/calendar/nyc,added,37,C,"downtown convenient; early-week push, afternoon; open/rsvp"
5001,The Brick Room - Where the Best Ideas get built Twice,2026-06-01,17:00:00,Monday,2026-06-01 17:00,New York City,Flatiron,Flatiron,Evening,Fine Line Consultants,Fine Line Consultants,,Fine Line Consultants,fineline-consultants,False,,https://partiful.com/e/IoEy26e6LoWbvwVRCTzR,IoEy26e6LoWbvwVRCTzR,https://www.tech-week.com/calendar/nyc,added,37,C,"near downtown; early-week push, evening; open/rsvp"
6357,Trust Issues - A Traitors style game for NYTW,2026-06-01,18:00:00,Monday,2026-06-01 18:00,New York City,West Village,West Village,Evening,Axis Labs,Axis Labs,,Axis Labs,axis-labs,False,,https://partiful.com/e/1K4RUKGNdOY7K8EvJB1B,1K4RUKGNdOY7K8EvJB1B,https://www.tech-week.com/calendar/nyc,added,37,C,"near downtown; early-week push, evening; open/rsvp"
6305,OpenClaw for Investors (Amino Capital & UBS),2026-06-02,15:00:00,Tuesday,2026-06-02 15:00,New York City,Flatiron,Flatiron,Afternoon,Amino Capital,Amino Capital,,Amino Capital,amino-capital,False,,https://partiful.com/e/EKVRCkLXxR7HVL9Ogump,EKVRCkLXxR7HVL9Ogump,https://www.tech-week.com/calendar/nyc,added,37,C,"near downtown; peak Tuesday, afternoon; open/rsvp"
4112,"Munis, Meet the Future: A Briefing on Tokenized Bonds",2026-06-02,15:30:00,Tuesday,2026-06-02 15:30,New York City,Union Square,Union Square,Afternoon,Zuzlab Inc.,Zuzlab Inc.,,Zuzlab Inc.,zuzlab-inc,False,,https://partiful.com/e/6I7FKBOq3eeCIyKALJA3,6I7FKBOq3eeCIyKALJA3,https://www.tech-week.com/calendar/nyc,added,37,C,"near downtown; peak Tuesday, afternoon; open/rsvp"
5885,Forward Deployed Social,2026-06-03,17:30:00,Wednesday,2026-06-03 17:30,New York City,Upper Manhattan,Upper Manhattan,Evening,Cresta AI,Cresta AI,,Cresta AI,cresta-ai,False,,https://partiful.com/e/WDT8qQr3GmiczlMEqStK,WDT8qQr3GmiczlMEqStK,https://www.tech-week.com/calendar/nyc,added,37,C,"AI/agents; less convenient; peak Wednesday, evening; open/rsvp"
6553,working with monsters: how toxic AI is reshaping the workplace & what young professionals can do about it,2026-06-03,18:30:00,Wednesday,2026-06-03 18:30,New York City,Murray Hill,Murray Hill,Evening,Consulate General of Poland in New York,Consulate General of Poland in New York,,Consulate General of Poland in New York,consulate-general-of-poland-in-new-york,True,,,,https://www.tech-week.com/calendar/nyc,added,37,C,"AI/agents; midtown reachable; peak Wednesday, evening; invite-only"
6812,Atrios Tech Week Basketball: Rolex Giveaway,2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,Lower East Side,Lower East Side,Evening,Atrios,Atrios,,Atrios,atrios,False,,https://partiful.com/e/mVJjqhRHhpwGdCfSmu6o,mVJjqhRHhpwGdCfSmu6o,https://www.tech-week.com/calendar/nyc,added,37,C,"downtown convenient; Thursday density, evening; open/rsvp"
6279,ADHD & Startup Life,2026-06-04,18:00:00,Thursday,2026-06-04 18:00,New York City,SoHo,SoHo,Evening,M13,M13,Rho,M13; Rho,m13; rho,False,,https://partiful.com/e/M9CYO508xMYhTkW9mphO,M9CYO508xMYhTkW9mphO,https://www.tech-week.com/calendar/nyc,added,37,C,"downtown convenient; Thursday density, evening; open/rsvp"
