open_rank,rank,tier,recommended_action,opportunity_score,practical_score,confidence,access_bucket,buyer_fit_score,product_fit_score,topic_fit_score,signal_score,location_score,schedule_score,negative_score,fit_summary,matched_signals,caveats,description_excerpt,id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,source_url,fetch_status,fetch_error,final_url,canonical_url,local_html_path,page_title,event_description
359,694,D,Skip,27,32,low-medium,open_or_rsvp,0,0,0,8,6,9,0,"signal: founders, networking format","founders, networking format","near downtown; peak early-week day, midday","DoorDash for Business and Brex are hosting a proper founder-fuel up this Techweek: coffee and lunch taken care of, and a room filled with people building what’s next. Come to work, come to eat, come to connect with people who get it. What to expect - Coffee &...",6414,Fueling Founders: Brex + DoorDash for Business,2026-06-02,12:00:00,Tuesday,2026-06-02 12:00,New York City,Flatiron,Flatiron,Noon,DoorDash for Business,DoorDash for Business,Brex,Brex; DoorDash for Business,brex; doordash-for-business,False,,https://partiful.com/e/YcSebrL4YrehGiEKdpxi,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/YcSebrL4YrehGiEKdpxi,https://partiful.com/e/YcSebrL4YrehGiEKdpxi,data/source/event_pages/YcSebrL4YrehGiEKdpxi-359e183a18.html,RSVP to Fueling Founders: Brex… | Partiful,"DoorDash for Business and Brex are hosting a proper founder-fuel up this Techweek: coffee and lunch taken care of, and a room filled with people building what’s next. Come to work, come to eat, come to connect with people who get it.

What to expect 
- Coffee & More: coffee, tea, matcha and specialty drinks 
- Catered lunch from local NYC favorites
- Coworking workspace: a spot to take calls or handle emails without disappearing entirely
- Founder Spotlight: Get filmed, get featured - your edited video, ready to post the next day.
- Networking: a room full of founders with no forced agenda
- Exclusive startup perks: TechWeek offers from Brex and DoorDash for Business (business.doordash.com/en-us/techweek) 

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
360,695,D,Skip,27,32,low-medium,open_or_rsvp,0,0,13,4,2,11,-7,topic: infra/platform; signal: founders,"infra/platform, founders","midtown reachable; peak early-week day, afternoon; off-ICP signals: healthcare vertical","New York's most exciting early-stage Healthcare companies are taking the stage. Join us to hear about the future of care delivery, longevity, and infrastructure in front of a panel of top VCs - with one team receiving a $50,000 prize from 2048 Ventures. Expec...",4411,Healthcare Pitch Competition - 2048 Ventures,2026-06-02,14:00:00,Tuesday,2026-06-02 14:00,New York City,Midtown,Midtown,Afternoon,2048 Ventures,2048 Ventures,,2048 Ventures,2045-ventures,False,,https://partiful.com/e/KRkErDozQGPetxzhlohf,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/KRkErDozQGPetxzhlohf,https://partiful.com/e/KRkErDozQGPetxzhlohf,data/source/event_pages/KRkErDozQGPetxzhlohf-4118611f2c.html,Healthcare Pitch Competition -… | Partiful,"New York's most exciting early-stage Healthcare companies are taking the stage.

Join us to hear about the future of care delivery, longevity, and infrastructure in front of a panel of top VCs - with one team receiving a $50,000 prize from 2048 Ventures.

Expect a strong room of healthcare founders, investors, and experts working in the space - and a chance to see the technology that's gaining traction.

Hosted with the generous support of @Brown Rudnick.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
361,696,D,Skip,27,32,low-medium,open_or_rsvp,0,0,10,0,2,11,0,topic: AI,AI,"midtown reachable; peak early-week day, afternoon","This session explores how AI is transforming the way investors turn raw data into actionable signals. We will walk through real workflows across research, portfolio management, and trading, and discuss how leading institutions are leveraging AI to extract ins...",5188,AI → Alpha: How Data Becomes Investment Edge,2026-06-02,16:00:00,Tuesday,2026-06-02 16:00,New York City,Midtown,Midtown,Afternoon,Wind Information,Wind Information,,Wind Information,wind-information,False,,https://partiful.com/e/wqueNyka7qksh4pd6DTb,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/wqueNyka7qksh4pd6DTb,https://partiful.com/e/wqueNyka7qksh4pd6DTb,data/source/event_pages/wqueNyka7qksh4pd6DTb-89f786869b.html,AI → Alpha: How Data Becomes I… | Partiful,"This session explores how AI is transforming the way investors turn raw data into actionable signals. We will walk through real workflows across research, portfolio management, and trading, and discuss how leading institutions are leveraging AI to extract insights, improve efficiency, and generate edge.

Topics include:
• Turning alternative and traditional data into signals
• AI-assisted research and idea generation
• From data pipelines to decision-making frameworks
• Real-world use cases from hedge funds and quant teams

Whether you are a discretionary investor or a systematic trader, this session will offer a practical view on how AI is reshaping the investment process.

Host / Organizer
Wind Information

Who should attend
• Hedge funds / Asset managers
• Quant researchers / traders
• Data & AI professionals in finance

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com"
362,697,D,Skip,27,32,low-medium,open_or_rsvp,0,0,0,4,6,13,0,signal: networking format,networking format,"near downtown; peak early-week day, evening friendly","Data, UX & Drinks After a full day of learning, sprinting between events, and talking shop, join Stellans for a more relaxed New York Tech Week gathering. This happy hour brings together professionals for an easygoing evening of drinks and conversation. It’s...",4414,"Data, UX & Drinks",2026-06-02,18:00:00,Tuesday,2026-06-02 18:00,New York City,Union Square,Union Square,Evening,Stellans.io,Stellans.io,,Stellans.io,stellans-io,False,,https://partiful.com/e/23VS8cRnOrDwuiUxCajT?c=E6TveuZ-,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/23VS8cRnOrDwuiUxCajT?c=E6TveuZ-,https://partiful.com/e/23VS8cRnOrDwuiUxCajT,data/source/event_pages/23VS8cRnOrDwuiUxCajT-e8833fac4e.html,"RSVP to Data, UX & Drinks- #NY… | Partiful","Data, UX & Drinks
After a full day of learning, sprinting between events, and talking shop, join Stellans for a more relaxed New York Tech Week gathering.
This happy hour brings together professionals for an easygoing evening of drinks and conversation. It’s a chance to unwind, meet thoughtful people working across adjacent disciplines, and continue the conversations that matter most in a more informal setting.
Come for the drinks, stay for the conversation, and leave with a few meaningful new connections

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
363,698,D,Skip,27,32,low-medium,open_or_rsvp,0,0,10,0,0,13,0,topic: AI,AI,"neutral location; peak early-week day, evening friendly","Your users decided whether to trust your product before they read a single word. Most teams don't know how or when they lost it. This talk is about that moment: what makes humans trust an AI, what makes them quietly walk away, and what the products that win t...",4815,"The Trust Layer /What AI products get wrong about humans, and how to fix it",2026-06-02,18:30:00,Tuesday,2026-06-02 18:30,New York City,Central Park,Central Park,Evening,Flllo,Flllo,Spotify,Flllo; Spotify,flllo; spotify,False,,https://partiful.com/e/twZNq3DY0qXL1a83Ychf,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/twZNq3DY0qXL1a83Ychf,https://partiful.com/e/twZNq3DY0qXL1a83Ychf,data/source/event_pages/twZNq3DY0qXL1a83Ychf-ffef14f19e.html,The Trust Layer /What AI produ… | Partiful,"Your users decided whether to trust your product before they read a single word. Most teams don't know how or when they lost it.

This talk is about that moment: what makes humans trust an AI, what makes them quietly walk away, and what the products that win the next five years understand that most don't.

Built on the SCALES™ framework | Neuroscience-based, practitioner-tested, applied to AI for the first time.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
364,699,D,Skip,27,32,medium,open_or_rsvp,0,0,0,16,6,1,0,"signal: high-signal format, founders","high-signal format, founders, networking format","near downtown; peak midweek day, morning drag, early","Go To Market experts and wannabes! Let's connect with other smart people, in between lunch & dinner No agenda. Meet someone new This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at...",5224,Go To Market Morning Mixer,2026-06-03,09:00:00,Wednesday,2026-06-03 09:00,New York City,Union Square,Union Square,Morning,Technology Founders of America,Technology Founders of America,,Technology Founders of America,technology-founders-of-america,False,,https://partiful.com/e/A3EUigoZVOvMZxIdbDyX,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/A3EUigoZVOvMZxIdbDyX,https://partiful.com/e/A3EUigoZVOvMZxIdbDyX,data/source/event_pages/A3EUigoZVOvMZxIdbDyX-9712f673c6.html,Go To Market Morning Mixer - #… | Partiful,"Go To Market experts and wannabes!

Let's connect with other smart people, in between lunch & dinner

No agenda. Meet someone new

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
365,700,D,Skip,27,32,low-medium,open_or_rsvp,0,0,23,0,8,4,-12,"topic: infra/platform, AI","infra/platform, AI","downtown convenient; peak midweek day, morning drag; off-ICP signals: marketing/GTM/creator","Creators who win long-term do not rely on manual hustle. They build infrastructure. This session is for creators ready to use AI to handle outreach, follow-up, research, relationship management, and opportunity tracking so momentum continues even when they ar...",5225,Outreach OS: Creators…Let’s Build the AI Agent That Does Work While You Sleep,2026-06-03,11:00:00,Wednesday,2026-06-03 11:00,New York City,SoHo,SoHo,Morning,Walker Media LLC,Walker Media LLC,,Walker Media LLC,walker-media-llc,False,,https://partiful.com/e/4KBxsjank7wig3VCp3za,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/4KBxsjank7wig3VCp3za,https://partiful.com/e/4KBxsjank7wig3VCp3za,data/source/event_pages/4KBxsjank7wig3VCp3za-b48c2eb0ce.html,Outreach OS: Creators…Let’s Bu… | Partiful,"Creators who win long-term do not rely on manual hustle. They build infrastructure. This session is for creators ready to use AI to handle outreach, follow-up, research, relationship management, and opportunity tracking so momentum continues even when they are offline.

We’ll break down the systems that remove bottlenecks, reduce inconsistency, and help talented people operate like real companies. Attention gets you noticed. Infrastructure turns that attention into sustained growth.

🗓️Ready to chat directly about adding fractional support to build your company's sponsorship & partnership department? Book a call using this link: https://tidycal.com/artisha/intro-call-with-artisha

🤝Want to explore partner, sponsor, or speaker opportunities for this event? Message me to connect. artisha@artishawalker.com. Be sure to put ""Tech Week"" in the subject line.

📲Artisha's Social Connection Links:
https://www.instagram.com/artisha_walker/
https://www.linkedin.com/in/artisha-walker/

This event is part of #NYTechWeek—a week of events hosted by VCs and startups to bring the tech ecosystem together. Learn more at www.tech-week.com"
366,701,D,Skip,27,32,medium,open_or_rsvp,0,0,0,21,2,10,-10,"signal: high-signal format, builders/operators","high-signal format, builders/operators, founders, networking format","midtown reachable; peak midweek day, afternoon; off-ICP signals: consumer/lifestyle","Join us for the Frontier House NYC - General Partner Roundtable on Wednesday, June 3rd, from 2:00 to 03:30 PM on a beautiful Midtown rooftop with amazing food & drink. ​We a convening a select group of General Partner from local and national venture capital f...",5895,Frontier House NYC - General Partner Roundtable,2026-06-03,14:00:00,Wednesday,2026-06-03 14:00,New York City,Midtown,Midtown,Afternoon,Eleven Wall Ventures,Eleven Wall Ventures,,Eleven Wall Ventures,eleven-wall-ventures,False,,https://partiful.com/events/IjcQJFIYc2PPkDOy0h3r/,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/IjcQJFIYc2PPkDOy0h3r,https://partiful.com/e/IjcQJFIYc2PPkDOy0h3r,data/source/event_pages/IjcQJFIYc2PPkDOy0h3r-a72dbf481e.html,Frontier House NYC General Par… | Partiful,"Join us for the Frontier House NYC - General Partner Roundtable on Wednesday, June 3rd, from 2:00 to 03:30 PM on a beautiful Midtown rooftop with amazing food & drink.

​We a convening a select group of General Partner from local and national venture capital firms for a roundtable discuss on the state of VC and to identify specific actions we can take to support each others success.

​This event will be immediately followed by the Frontier House NYC - Community Mixer.

​Frontier House is the premier digital community and event series for Frontier Innovators - investors, founders, ecosystem builders, and service providers boldly building the future outside of the traditional tech hubs. 

​Our mission is to celebrate Frontier Innovation and democratize venture capital by drawing capital to underfunded markets across the US. 

​A special thanks to our Hosts: Eleven Wall Ventures, Ohio Startup Network, OneSixOne Ventures and Tech Week.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
367,702,D,Skip,27,32,low-medium,open_or_rsvp,0,0,23,0,2,-2,0,"topic: infra/platform, AI","infra/platform, AI","midtown reachable; still high-density, morning drag, early","New York Startups! ​ For this year's NYC Tech Week, AWS invites you to join us for an exclusive, hands-on workshop where AWS Solutions Architects work directly with you to bring your AI use case to life. ​​In this intensive, full-day session, we'll take your...",6297,Build AI w/ AWS,2026-06-04,09:00:00,Thursday,2026-06-04 09:00,New York City,Midtown,Midtown,Morning,Amazon Web Services,Amazon Web Services,,Amazon Web Services,amazon-web-services,False,gold,https://partiful.com/e/bKNSMIiBlDqn5RCekCyb,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/bKNSMIiBlDqn5RCekCyb,https://partiful.com/e/bKNSMIiBlDqn5RCekCyb,data/source/event_pages/bKNSMIiBlDqn5RCekCyb-c7d4894841.html,Build AI w/ AWS - #NYTECHWEEK | Partiful,"New York Startups! ​
For this year's NYC Tech Week, AWS invites you to join us for an exclusive, hands-on workshop where AWS Solutions Architects work directly with you to bring your AI use case to life.

​​In this intensive, full-day session, we'll take your specific AI challenge and transform it into a working proof-of-concept (POC) solution in your AWS environment. Our team of AI Subject Matter Experts will guide you through architecture decisions, implementation best practices, and help you build a functional prototype – all within your own AWS account.

​
​​Agenda:
​​8:30 AM - Check in & breakfast
​​9:00 AM - Opening & Introductions
​​9:15 AM - Overview of AWS AI Toolings & Frameworks
​​9:30 AM - Hands on workshop (w. working lunch)
​​4:00 PM - Closing + (optional) Demo

​​What to Bring:
​​An AI use case
​​One or two engineers with their laptops
​​Your AWS Account

​​Key Benefits:
​​Walk away with a working MVP implemented in your AWS account - not just slides or theory, but actual code and infrastructure running your use case

​​Get direct, hands-on guidance from AWS Solutions Architects and selected AWS partner who will help scope, architect, and build your solution using AWS AI/ML services

​​Seamless transition from POC to production through our AWS Partners, who will provide continued support and expertise to scale your solution

Limited spots! Register today!

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
368,703,D,Skip,27,32,low-medium,open_or_rsvp,0,0,10,4,8,1,0,topic: AI; signal: networking format,"AI, networking format","downtown convenient; still high-density, morning drag","Panel Conversation, followed by networking reception Overview: This session looks at how AI is moving beyond static models into systems that learn and adapt in the real world, shaped by messy, continuous feedback loops in production, products, and human behav...",4640,Beyond the Terminal: Building AI in the Real World,2026-06-04,10:00:00,Thursday,2026-06-04 10:00,New York City,SoHo,SoHo,Morning,AIN Ventures,AIN Ventures,Differential Ventures,AIN Ventures; Differential Ventures,ain-ventures; differential-ventures,False,,https://partiful.com/e/NsKvGW4mUmItETWlK3v4?c=066qAOO4,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/NsKvGW4mUmItETWlK3v4?c=066qAOO4,https://partiful.com/e/NsKvGW4mUmItETWlK3v4,data/source/event_pages/NsKvGW4mUmItETWlK3v4-8214c18bcb.html,Beyond the Terminal: Building … | Partiful,"Panel Conversation, followed by networking reception

Overview:
This session looks at how AI is moving beyond static models into systems that learn and adapt in the real world, shaped by messy, continuous feedback loops in production, products, and human behavior.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
369,704,D,Skip,27,32,low-medium,open_or_rsvp,0,0,10,4,2,7,0,topic: AI; signal: networking format,"AI, networking format","midtown reachable; still high-density, afternoon","Join the experts at the IEEE NY Office to explore the breakthrough technologies defining the future of AI during NY Tech Week. This exclusive session offers a deep dive into industry-leading insights, available to attend both in-person or via live Zoom broadc...",5623,IEEE and the future of AI,2026-06-04,15:00:00,Thursday,2026-06-04 15:00,New York City,Murray Hill,Murray Hill,Afternoon,IEEE,IEEE,,IEEE,ieee,False,,https://partiful.com/e/N2keUjttusXkEOfbu9Cv,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/N2keUjttusXkEOfbu9Cv,https://partiful.com/e/N2keUjttusXkEOfbu9Cv,data/source/event_pages/N2keUjttusXkEOfbu9Cv-f6845df8a9.html,IEEE and the future of AI - #N… | Partiful,"Join the experts at the IEEE NY Office to explore the breakthrough technologies defining the future of AI during NY Tech Week.

This exclusive session offers a deep dive into industry-leading insights, available to attend both in-person or via live Zoom broadcast.

Don't miss your chance to network with the innovators driving the next wave of global tech—RSVP now to secure your spot.

https://zoom.us/webinar/register/WN_p91L2ffbRHymkVVguGQEdA

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
370,705,D,Skip,27,32,low-medium,open_or_rsvp,0,0,0,8,6,9,0,"signal: founders, networking format","founders, networking format","near downtown; still high-density, evening friendly","Join us for the NYC Chief of Staff Happy Hour this NY Tech Week! This is a chance to connect with fellow Chiefs of Staff, swap stories, and take a breather from the daily grind. ✨ Whether you’re navigating priorities across teams, supporting founders through...",38,NYC Chief of Staff Happy Hour,2026-06-04,17:00:00,Thursday,2026-06-04 17:00,New York City,Flatiron,Flatiron,Evening,Ask a Chief of Staff,Ask a Chief of Staff,The Malin,Ask a Chief of Staff; The Malin,ask-a-chief-of-staff; the-malin,False,,https://partiful.com/e/3C8IkdVR36fsPzTyJMGR,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/3C8IkdVR36fsPzTyJMGR,https://partiful.com/e/3C8IkdVR36fsPzTyJMGR,data/source/event_pages/3C8IkdVR36fsPzTyJMGR-76f8ce889d.html,NYC Chief of Staff Happy Hour … | Partiful,"Join us for the NYC Chief of Staff Happy Hour this NY Tech Week! This is a chance to connect with fellow Chiefs of Staff, swap stories, and take a breather from the daily grind. ✨

Whether you’re navigating priorities across teams, supporting founders through big decisions, or simply looking to meet others who truly understand the role, this evening is all about bringing the Chief of Staff community together.

Join us from 5 PM to 7 PM for an evening of connection, conversation, and celebration. More than just networking, it’s about sharing experiences, building real relationships, and appreciating the unique role we play as Chiefs of Staff.

Come and meet some incredible peers, and be part of the growing Chief of Staff community in NYC 💜

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
371,706,D,Skip,27,32,low-medium,open_or_rsvp,0,0,10,4,2,7,0,topic: AI; signal: networking format,"AI, networking format","midtown reachable; still high-density, evening friendly, late","Four comedians, and one chronically online night. Join us for a special comedy show hosted by WorkClaw , where stand-up comics, each with real experience in tech and AI, take the stage to do what they do best: make fun of the industry they once called home. E...",4535,AI Comedy Roast + Happy Hour,2026-06-04,21:00:00,Thursday,2026-06-04 21:00,New York City,Midtown,Midtown,Evening,WorkClaw,WorkClaw,Workmate,WorkClaw; Workmate,workclaw; workmate,False,,https://partiful.com/e/7QRI7F6JJM3BSJw6dEj5?c=OjXHZPl6,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/7QRI7F6JJM3BSJw6dEj5?c=OjXHZPl6,https://partiful.com/e/7QRI7F6JJM3BSJw6dEj5,data/source/event_pages/7QRI7F6JJM3BSJw6dEj5-e1bb71df28.html,"AI Comedy Roast + Happy Hour
-… | Partiful","Four comedians, and one chronically online night.

Join us for a special comedy show hosted by WorkClaw , where stand-up comics, each with real experience in tech and AI, take the stage to do what they do best: make fun of the industry they once called home.

Expect sharp jokes, unfiltered takes, and plenty of crowd work as they dive into everything from startup culture to artificial intelligence. And just when you think it’s over, stick around for the Pitch Roast, which is exactly what it sounds like. We give a pitch, and get roasted.

Tickets are $5 at the eventbrite link above. $15 at the door. Ticket includes guaranteed entry and one drink ticket.

Location to be revealed.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
372,707,D,Skip,27,32,medium,open_or_rsvp,0,0,0,13,4,6,0,"signal: builders/operators, founders","builders/operators, founders, networking format","reasonable Manhattan; taper day, evening friendly","Join us for a casual South Asian Builders Happy Hour — a relaxed evening for founders, operators, engineers, and investors actively building, creating, and backing startups across the diaspora. Whether you're founding a company, writing code, leading product,...",4039,South Asian Builders Happy Hour / Networking,2026-06-05,18:30:00,Friday,2026-06-05 18:30,New York City,Chelsea,Chelsea,Evening,Products by Women,Products by Women,Geeks & Experts,Products by Women; Geeks & Experts,products-by-women; geeks-experts,False,,https://partiful.com/e/qcs6HrzV1RsoT1Hj1tnI?f=1,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/qcs6HrzV1RsoT1Hj1tnI?f=1,https://partiful.com/e/qcs6HrzV1RsoT1Hj1tnI,data/source/event_pages/qcs6HrzV1RsoT1Hj1tnI-4b974f96d4.html,RSVP to South Asian Builders H… | Partiful,"Join us for a casual South Asian Builders Happy Hour — a relaxed evening for founders, operators, engineers, and investors actively building, creating, and backing startups across the diaspora.

Whether you're founding a company, writing code, leading product, or writing angel checks, this is your crowd. We're bringing together individuals and operators who are shaping the future of tech.

No panels. No pitches. Just meaningful conversations with people who get it.

This event is part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech community."
373,708,D,Skip,27,32,medium,open_or_rsvp,0,0,23,4,2,6,-12,"topic: infra/platform, AI; signal: founders","infra/platform, AI, founders","midtown reachable; taper day, evening friendly; off-ICP signals: marketing/GTM/creator","Content creation is broken. We built your agents to fix it. Join Insurgi Media Group for the official launch of The Nova Studio during #NYTechWeek. We’re unveiling the agentic Nova Studio platform built specifically for creators, influencers, and founders to...",4196,Future of Content: The Nova Studio Launch Party at,2026-06-05,20:00:00,Friday,2026-06-05 20:00,New York City,Midtown,Midtown,Evening,Insurgi Urban Concepts,Insurgi Urban Concepts,,Insurgi Urban Concepts,insurgi-urban-concepts,False,,https://partiful.com/e/wLYY9WDfvCMooIwus7j4,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/wLYY9WDfvCMooIwus7j4,https://partiful.com/e/wLYY9WDfvCMooIwus7j4,data/source/event_pages/wLYY9WDfvCMooIwus7j4-13dc92927a.html,RSVP to Future of Content: The… | Partiful,"Content creation is broken. We built your agents to fix it.

Join Insurgi Media Group for the official launch of The Nova Studio during #NYTechWeek. We’re unveiling the agentic Nova Studio platform built specifically for creators, influencers, and founders to go from ""blank page"" to ""published” to “algorithm-optimized” without the manual grind.

No more fragmentation. No more burnout. Just pure, automated creativity that gives you your time back to do what you do best: lead the conversation.

Come for the future of content; stay for the cocktails, hors d'oeuvres, and the best crowd in #NYTechWeek.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
374,724,D,Skip,26,31,medium,open_or_rsvp,0,0,10,9,6,9,-12,"topic: AI; signal: builders/operators, founders","AI, builders/operators, founders","near downtown; early-week push, afternoon; off-ICP signals: marketing/GTM/creator","During NY Tech Week, EchoHer is bringing together founders, operators, and investors for a focused conversation on how startups are winning distribution today. We’ll break down the new GTM stack — from product-led growth and AI tools to community, partnership...",4446,The New GTM Stack: How Startups Win Distribution Today,2026-06-01,14:00:00,Monday,2026-06-01 14:00,New York City,West Village,West Village,Afternoon,EchoHer,EchoHer,Witti Marketing,EchoHer; Witti Marketing,echoher; witti-marketing,False,,https://partiful.com/e/gm6d8Dmrh9UeDnDUlKrW,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/gm6d8Dmrh9UeDnDUlKrW,https://partiful.com/e/gm6d8Dmrh9UeDnDUlKrW,data/source/event_pages/gm6d8Dmrh9UeDnDUlKrW-805e2bcefa.html,RSVP to The New GTM Stack: How… | Partiful,"During NY Tech Week, EchoHer is bringing together founders, operators, and investors for a focused conversation on how startups are winning distribution today.

We’ll break down the new GTM stack — from product-led growth and AI tools to community, partnerships, and modern channels — through the lens of what’s actually driving traction right now.

The discussion is grounded in real experience: how teams are getting their first customers, what’s scaling, what’s not worth the time, and where early-stage founders should focus.

Expect practical insights, honest perspectives, and a room of people actively building and investing in this space.

EchoHer is a global community of 9,000+ founders, investors, and operators supporting women and non-binary builders through events, connections, and opportunities.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
375,725,D,Skip,26,31,medium,open_or_rsvp,0,0,10,8,2,9,-7,"topic: enterprise; signal: founders, networking format","enterprise, founders, networking format","midtown reachable; early-week push, afternoon; off-ICP signals: off-ICP vertical",Start your NYTechWeek with TRV and AWS as we recap the last 6 months in the startup and M&A markets and then dive into insights from founders across industries who have gone from $0-10M+ in ARR. 4pm-4:30pm - Networking 4:30-5:15pm - Panel Sessions 5:15pm-6pm...,257,Investment to Acquisition II: How Founders Went From $0-$10M with TRV and AWS hosting,2026-06-01,16:00:00,Monday,2026-06-01 16:00,New York City,Midtown,Midtown,Afternoon,Thomson Reuters Ventures,Thomson Reuters Ventures,AWS,AWS; Thomson Reuters Ventures,aws; thomson-reuters-ventures,False,gold,https://partiful.com/e/mY668vnewsDXdE4O8vNn,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/mY668vnewsDXdE4O8vNn,https://partiful.com/e/mY668vnewsDXdE4O8vNn,data/source/event_pages/mY668vnewsDXdE4O8vNn-f9ff615d4c.html,Investment to Acquisition II: … | Partiful,"Start your NYTechWeek with TRV and AWS as we recap the last 6 months in the startup and M&A markets and then dive into insights from founders across industries who have gone from $0-10M+ in ARR. 

4pm-4:30pm - Networking
4:30-5:15pm - Panel Sessions
5:15pm-6pm - Networking

Reuters Journalists: 
Milana Vinn, M&A Reporter 
Katie Paul, Tech Reporter 

Confirmed Founders: 
Jeremy Fraenkel, CEO Fundamental 
Jonah Goodhart, CEO Mobian
Dan Wertman, CEO Noetica now part of TR

Network with the Thomson Reuters Ventures team! We are a fund with $250M AUM focused on Legal, Tax, Finance, Compliance and News/Media Technology. 

Gain useful insights as a startup or a company looking for an exit via M&A and have the opportunity to introduce yourself to our editors.

Hear from founders who have scaled from $0-10M+.

DISCLAIMER: By signing up to attend the Thomson Reuters Ventures event, you are also agreeing to receive communication post event, thanking you for your attendance. 

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
376,726,D,Skip,26,31,low-medium,open_or_rsvp,0,0,0,9,2,11,0,"signal: builders/operators, networking format","builders/operators, networking format","midtown reachable; early-week push, evening friendly","Join TAMID Group, itrek, and Vision 2048 for an evening of networking and insightful discussion with leading voices at the forefront of Israel–U.S. business and tech leadership. This event is designed for post-grad emerging business leaders. Speakers will be...",4966,The Future of Israel–U.S. Business & Tech Leadership,2026-06-01,19:00:00,Monday,2026-06-01 19:00,New York City,Midtown,Midtown,Evening,TAMID Group,TAMID Group,itrek; Vision 2048,TAMID Group; itrek; Vision 2048,tamid-group; itrek; vision-2048,False,,https://partiful.com/e/BVopvJ4CHEgyM44al47F,https://www.tech-week.com/calendar/nyc,200,,https://partiful.com/e/BVopvJ4CHEgyM44al47F,https://partiful.com/e/BVopvJ4CHEgyM44al47F,data/source/event_pages/BVopvJ4CHEgyM44al47F-ac9a4385f9.html,RSVP to The Future of Israel–U… | Partiful,"Join TAMID Group, itrek, and Vision 2048 for an evening of networking and insightful discussion with leading voices at the forefront of Israel–U.S. business and tech leadership. This event is designed for post-grad emerging business leaders.

Speakers will be announced soon.

This event is a part of #NYTechWeek—a week of events hosted by VCs and startups to bring together the tech ecosystem. Learn more at www.tech-week.com."
